privacy_id,mentor_id,document_id,document_type,processing_step,timestamp,action_taken,data_retained,raw_file_deleted,encryption_method,compliance_check,audit_log,data_minimization_applied
PRIVACY_M1_DOC_M1_0_upload,M1,DOC_M1_0,CV,upload,2025-05-26 11:22:23.181575,encrypted_upload,encrypted_file_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M1_DOC_M1_0_ocr_processing,M1,DOC_M1_0,CV,ocr_processing,2026-04-29 10:22:23.181590,metadata_extraction,extracted_text_only,True,AES-256-GCM,GDPR,True,True
PRIVACY_M1_DOC_M1_0_verification,M1,DOC_M1_0,CV,verification,2025-12-07 09:22:23.181600,automated_verification,verification_score_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M1_DOC_M1_0_cleanup,M1,DOC_M1_0,CV,cleanup,2026-06-05 11:22:23.181608,permanent_deletion,verification_record_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M1_DOC_M1_1_upload,M1,DOC_M1_1,ID_Document,upload,2025-08-06 11:22:23.181631,encrypted_upload,encrypted_file_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M1_DOC_M1_1_ocr_processing,M1,DOC_M1_1,ID_Document,ocr_processing,2026-04-03 10:22:23.181638,metadata_extraction,extracted_text_only,True,AES-256-GCM,CCPA,True,True
PRIVACY_M1_DOC_M1_1_verification,M1,DOC_M1_1,ID_Document,verification,2026-01-30 09:22:23.181645,automated_verification,verification_score_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M1_DOC_M1_1_cleanup,M1,DOC_M1_1,ID_Document,cleanup,2026-06-05 11:22:23.181653,permanent_deletion,verification_record_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M1_DOC_M1_2_upload,M1,DOC_M1_2,Degree_Certificate,upload,2026-05-02 11:22:23.181673,encrypted_upload,encrypted_file_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M1_DOC_M1_2_ocr_processing,M1,DOC_M1_2,Degree_Certificate,ocr_processing,2026-01-29 10:22:23.181680,metadata_extraction,extracted_text_only,True,AES-256-GCM,CCPA,True,True
PRIVACY_M1_DOC_M1_2_verification,M1,DOC_M1_2,Degree_Certificate,verification,2025-07-13 09:22:23.181688,automated_verification,verification_score_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M1_DOC_M1_2_cleanup,M1,DOC_M1_2,Degree_Certificate,cleanup,2026-06-05 11:22:23.181696,permanent_deletion,verification_record_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M2_DOC_M2_0_upload,M2,DOC_M2_0,CV,upload,2026-04-18 11:22:23.181943,encrypted_upload,encrypted_file_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M2_DOC_M2_0_ocr_processing,M2,DOC_M2_0,CV,ocr_processing,2025-12-14 10:22:23.181957,metadata_extraction,extracted_text_only,True,AES-256-GCM,CCPA,True,True
PRIVACY_M2_DOC_M2_0_verification,M2,DOC_M2_0,CV,verification,2026-02-12 09:22:23.181966,automated_verification,verification_score_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M2_DOC_M2_0_cleanup,M2,DOC_M2_0,CV,cleanup,2026-06-05 11:22:23.181975,permanent_deletion,verification_record_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M2_DOC_M2_1_upload,M2,DOC_M2_1,ID_Document,upload,2026-02-10 11:22:23.181997,encrypted_upload,encrypted_file_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M2_DOC_M2_1_ocr_processing,M2,DOC_M2_1,ID_Document,ocr_processing,2026-03-16 10:22:23.182004,metadata_extraction,extracted_text_only,True,AES-256-GCM,GDPR,True,True
PRIVACY_M2_DOC_M2_1_verification,M2,DOC_M2_1,ID_Document,verification,2026-02-19 09:22:23.182013,automated_verification,verification_score_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M2_DOC_M2_1_cleanup,M2,DOC_M2_1,ID_Document,cleanup,2026-06-05 11:22:23.182021,permanent_deletion,verification_record_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M2_DOC_M2_2_upload,M2,DOC_M2_2,Degree_Certificate,upload,2025-05-31 11:22:23.182041,encrypted_upload,encrypted_file_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M2_DOC_M2_2_ocr_processing,M2,DOC_M2_2,Degree_Certificate,ocr_processing,2026-02-28 10:22:23.182049,metadata_extraction,extracted_text_only,True,AES-256-GCM,GDPR,True,True
PRIVACY_M2_DOC_M2_2_verification,M2,DOC_M2_2,Degree_Certificate,verification,2026-01-03 09:22:23.182057,automated_verification,verification_score_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M2_DOC_M2_2_cleanup,M2,DOC_M2_2,Degree_Certificate,cleanup,2026-06-05 11:22:23.182066,permanent_deletion,verification_record_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M2_DOC_M2_3_upload,M2,DOC_M2_3,Employment_Letter,upload,2025-08-21 11:22:23.182091,encrypted_upload,encrypted_file_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M2_DOC_M2_3_ocr_processing,M2,DOC_M2_3,Employment_Letter,ocr_processing,2025-08-31 10:22:23.182099,metadata_extraction,extracted_text_only,True,AES-256-GCM,CCPA,True,True
PRIVACY_M2_DOC_M2_3_verification,M2,DOC_M2_3,Employment_Letter,verification,2025-06-29 09:22:23.182108,automated_verification,verification_score_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M2_DOC_M2_3_cleanup,M2,DOC_M2_3,Employment_Letter,cleanup,2026-06-05 11:22:23.182116,permanent_deletion,verification_record_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M3_DOC_M3_0_upload,M3,DOC_M3_0,Employment_Letter,upload,2025-11-14 11:22:23.182290,encrypted_upload,encrypted_file_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M3_DOC_M3_0_ocr_processing,M3,DOC_M3_0,Employment_Letter,ocr_processing,2025-06-01 10:22:23.182303,metadata_extraction,extracted_text_only,True,AES-256-GCM,GDPR,True,True
PRIVACY_M3_DOC_M3_0_verification,M3,DOC_M3_0,Employment_Letter,verification,2025-11-17 09:22:23.182313,automated_verification,verification_score_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M3_DOC_M3_0_cleanup,M3,DOC_M3_0,Employment_Letter,cleanup,2026-06-05 11:22:23.182322,permanent_deletion,verification_record_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M3_DOC_M3_1_upload,M3,DOC_M3_1,CV,upload,2025-11-08 11:22:23.182343,encrypted_upload,encrypted_file_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M3_DOC_M3_1_ocr_processing,M3,DOC_M3_1,CV,ocr_processing,2026-02-23 10:22:23.182350,metadata_extraction,extracted_text_only,True,AES-256-GCM,GDPR,True,True
PRIVACY_M3_DOC_M3_1_verification,M3,DOC_M3_1,CV,verification,2025-10-24 09:22:23.182358,automated_verification,verification_score_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M3_DOC_M3_1_cleanup,M3,DOC_M3_1,CV,cleanup,2026-06-05 11:22:23.182366,permanent_deletion,verification_record_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M3_DOC_M3_2_upload,M3,DOC_M3_2,Degree_Certificate,upload,2025-11-15 11:22:23.182385,encrypted_upload,encrypted_file_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M3_DOC_M3_2_ocr_processing,M3,DOC_M3_2,Degree_Certificate,ocr_processing,2025-12-09 10:22:23.182404,metadata_extraction,extracted_text_only,True,AES-256-GCM,CCPA,True,True
PRIVACY_M3_DOC_M3_2_verification,M3,DOC_M3_2,Degree_Certificate,verification,2025-10-05 09:22:23.182412,automated_verification,verification_score_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M3_DOC_M3_2_cleanup,M3,DOC_M3_2,Degree_Certificate,cleanup,2026-06-05 11:22:23.182420,permanent_deletion,verification_record_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M4_DOC_M4_0_upload,M4,DOC_M4_0,ID_Document,upload,2025-11-14 11:22:23.182588,encrypted_upload,encrypted_file_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M4_DOC_M4_0_ocr_processing,M4,DOC_M4_0,ID_Document,ocr_processing,2026-03-26 10:22:23.182600,metadata_extraction,extracted_text_only,True,AES-256-GCM,GDPR,True,True
PRIVACY_M4_DOC_M4_0_verification,M4,DOC_M4_0,ID_Document,verification,2026-03-30 09:22:23.182609,automated_verification,verification_score_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M4_DOC_M4_0_cleanup,M4,DOC_M4_0,ID_Document,cleanup,2026-06-05 11:22:23.182618,permanent_deletion,verification_record_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M4_DOC_M4_1_upload,M4,DOC_M4_1,Employment_Letter,upload,2026-04-28 11:22:23.182638,encrypted_upload,encrypted_file_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M4_DOC_M4_1_ocr_processing,M4,DOC_M4_1,Employment_Letter,ocr_processing,2025-08-18 10:22:23.182645,metadata_extraction,extracted_text_only,True,AES-256-GCM,CCPA,True,True
PRIVACY_M4_DOC_M4_1_verification,M4,DOC_M4_1,Employment_Letter,verification,2026-05-05 09:22:23.182654,automated_verification,verification_score_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M4_DOC_M4_1_cleanup,M4,DOC_M4_1,Employment_Letter,cleanup,2026-06-05 11:22:23.182663,permanent_deletion,verification_record_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M4_DOC_M4_2_upload,M4,DOC_M4_2,Professional_Certificate,upload,2025-08-04 11:22:23.182678,encrypted_upload,encrypted_file_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M4_DOC_M4_2_ocr_processing,M4,DOC_M4_2,Professional_Certificate,ocr_processing,2026-02-15 10:22:23.182685,metadata_extraction,extracted_text_only,True,AES-256-GCM,PDPA,True,True
PRIVACY_M4_DOC_M4_2_verification,M4,DOC_M4_2,Professional_Certificate,verification,2026-02-04 09:22:23.182692,automated_verification,verification_score_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M4_DOC_M4_2_cleanup,M4,DOC_M4_2,Professional_Certificate,cleanup,2026-06-05 11:22:23.182716,permanent_deletion,verification_record_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M4_DOC_M4_3_upload,M4,DOC_M4_3,Employment_Letter,upload,2025-07-26 11:22:23.182736,encrypted_upload,encrypted_file_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M4_DOC_M4_3_ocr_processing,M4,DOC_M4_3,Employment_Letter,ocr_processing,2026-01-03 10:22:23.182743,metadata_extraction,extracted_text_only,True,AES-256-GCM,PDPA,True,True
PRIVACY_M4_DOC_M4_3_verification,M4,DOC_M4_3,Employment_Letter,verification,2025-10-26 09:22:23.182752,automated_verification,verification_score_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M4_DOC_M4_3_cleanup,M4,DOC_M4_3,Employment_Letter,cleanup,2026-06-05 11:22:23.182759,permanent_deletion,verification_record_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M5_DOC_M5_0_upload,M5,DOC_M5_0,Degree_Certificate,upload,2026-03-20 11:22:23.182935,encrypted_upload,encrypted_file_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M5_DOC_M5_0_ocr_processing,M5,DOC_M5_0,Degree_Certificate,ocr_processing,2026-05-01 10:22:23.182948,metadata_extraction,extracted_text_only,True,AES-256-GCM,CCPA,True,True
PRIVACY_M5_DOC_M5_0_verification,M5,DOC_M5_0,Degree_Certificate,verification,2026-02-08 09:22:23.182958,automated_verification,verification_score_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M5_DOC_M5_0_cleanup,M5,DOC_M5_0,Degree_Certificate,cleanup,2026-06-05 11:22:23.182967,permanent_deletion,verification_record_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M5_DOC_M5_1_upload,M5,DOC_M5_1,ID_Document,upload,2026-04-27 11:22:23.182989,encrypted_upload,encrypted_file_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M5_DOC_M5_1_ocr_processing,M5,DOC_M5_1,ID_Document,ocr_processing,2026-03-31 10:22:23.183023,metadata_extraction,extracted_text_only,True,AES-256-GCM,PDPA,True,True
PRIVACY_M5_DOC_M5_1_verification,M5,DOC_M5_1,ID_Document,verification,2025-07-11 09:22:23.183033,automated_verification,verification_score_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M5_DOC_M5_1_cleanup,M5,DOC_M5_1,ID_Document,cleanup,2026-06-05 11:22:23.183041,permanent_deletion,verification_record_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M5_DOC_M5_2_upload,M5,DOC_M5_2,Professional_Certificate,upload,2025-12-23 11:22:23.183061,encrypted_upload,encrypted_file_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M5_DOC_M5_2_ocr_processing,M5,DOC_M5_2,Professional_Certificate,ocr_processing,2025-10-17 10:22:23.183068,metadata_extraction,extracted_text_only,True,AES-256-GCM,PDPA,True,True
PRIVACY_M5_DOC_M5_2_verification,M5,DOC_M5_2,Professional_Certificate,verification,2026-03-20 09:22:23.183077,automated_verification,verification_score_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M5_DOC_M5_2_cleanup,M5,DOC_M5_2,Professional_Certificate,cleanup,2026-06-05 11:22:23.183085,permanent_deletion,verification_record_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M5_DOC_M5_3_upload,M5,DOC_M5_3,Degree_Certificate,upload,2025-09-03 11:22:23.183112,encrypted_upload,encrypted_file_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M5_DOC_M5_3_ocr_processing,M5,DOC_M5_3,Degree_Certificate,ocr_processing,2026-01-28 10:22:23.183119,metadata_extraction,extracted_text_only,True,AES-256-GCM,CCPA,True,True
PRIVACY_M5_DOC_M5_3_verification,M5,DOC_M5_3,Degree_Certificate,verification,2026-01-19 09:22:23.183127,automated_verification,verification_score_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M5_DOC_M5_3_cleanup,M5,DOC_M5_3,Degree_Certificate,cleanup,2026-06-05 11:22:23.183136,permanent_deletion,verification_record_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M5_DOC_M5_4_upload,M5,DOC_M5_4,CV,upload,2025-10-08 11:22:23.183153,encrypted_upload,encrypted_file_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M5_DOC_M5_4_ocr_processing,M5,DOC_M5_4,CV,ocr_processing,2025-10-02 10:22:23.183161,metadata_extraction,extracted_text_only,True,AES-256-GCM,PDPA,True,True
PRIVACY_M5_DOC_M5_4_verification,M5,DOC_M5_4,CV,verification,2025-12-28 09:22:23.183169,automated_verification,verification_score_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M5_DOC_M5_4_cleanup,M5,DOC_M5_4,CV,cleanup,2026-06-05 11:22:23.183177,permanent_deletion,verification_record_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M6_DOC_M6_0_upload,M6,DOC_M6_0,Employment_Letter,upload,2026-03-05 11:22:23.183366,encrypted_upload,encrypted_file_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M6_DOC_M6_0_ocr_processing,M6,DOC_M6_0,Employment_Letter,ocr_processing,2025-05-10 10:22:23.183379,metadata_extraction,extracted_text_only,True,AES-256-GCM,GDPR,True,True
PRIVACY_M6_DOC_M6_0_verification,M6,DOC_M6_0,Employment_Letter,verification,2025-09-07 09:22:23.183389,automated_verification,verification_score_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M6_DOC_M6_0_cleanup,M6,DOC_M6_0,Employment_Letter,cleanup,2026-06-05 11:22:23.183406,permanent_deletion,verification_record_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M6_DOC_M6_1_upload,M6,DOC_M6_1,CV,upload,2025-10-14 11:22:23.183433,encrypted_upload,encrypted_file_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M6_DOC_M6_1_ocr_processing,M6,DOC_M6_1,CV,ocr_processing,2025-05-13 10:22:23.183440,metadata_extraction,extracted_text_only,True,AES-256-GCM,CCPA,True,True
PRIVACY_M6_DOC_M6_1_verification,M6,DOC_M6_1,CV,verification,2026-02-17 09:22:23.183448,automated_verification,verification_score_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M6_DOC_M6_1_cleanup,M6,DOC_M6_1,CV,cleanup,2026-06-05 11:22:23.183457,permanent_deletion,verification_record_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M7_DOC_M7_0_upload,M7,DOC_M7_0,Professional_Certificate,upload,2025-09-26 11:22:23.183635,encrypted_upload,encrypted_file_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M7_DOC_M7_0_ocr_processing,M7,DOC_M7_0,Professional_Certificate,ocr_processing,2025-11-07 10:22:23.183647,metadata_extraction,extracted_text_only,True,AES-256-GCM,PDPA,True,True
PRIVACY_M7_DOC_M7_0_verification,M7,DOC_M7_0,Professional_Certificate,verification,2025-11-12 09:22:23.183657,automated_verification,verification_score_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M7_DOC_M7_0_cleanup,M7,DOC_M7_0,Professional_Certificate,cleanup,2026-06-05 11:22:23.183665,permanent_deletion,verification_record_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M7_DOC_M7_1_upload,M7,DOC_M7_1,Degree_Certificate,upload,2025-09-13 11:22:23.183690,encrypted_upload,encrypted_file_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M7_DOC_M7_1_ocr_processing,M7,DOC_M7_1,Degree_Certificate,ocr_processing,2025-07-29 10:22:23.183697,metadata_extraction,extracted_text_only,True,AES-256-GCM,GDPR,True,True
PRIVACY_M7_DOC_M7_1_verification,M7,DOC_M7_1,Degree_Certificate,verification,2025-12-10 09:22:23.183723,automated_verification,verification_score_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M7_DOC_M7_1_cleanup,M7,DOC_M7_1,Degree_Certificate,cleanup,2026-06-05 11:22:23.183731,permanent_deletion,verification_record_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M8_DOC_M8_0_upload,M8,DOC_M8_0,CV,upload,2025-08-20 11:22:23.183897,encrypted_upload,encrypted_file_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M8_DOC_M8_0_ocr_processing,M8,DOC_M8_0,CV,ocr_processing,2025-12-21 10:22:23.183911,metadata_extraction,extracted_text_only,True,AES-256-GCM,CCPA,True,True
PRIVACY_M8_DOC_M8_0_verification,M8,DOC_M8_0,CV,verification,2025-06-18 09:22:23.183921,automated_verification,verification_score_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M8_DOC_M8_0_cleanup,M8,DOC_M8_0,CV,cleanup,2026-06-05 11:22:23.183930,permanent_deletion,verification_record_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M8_DOC_M8_1_upload,M8,DOC_M8_1,ID_Document,upload,2025-08-26 11:22:23.183952,encrypted_upload,encrypted_file_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M8_DOC_M8_1_ocr_processing,M8,DOC_M8_1,ID_Document,ocr_processing,2026-01-31 10:22:23.183960,metadata_extraction,extracted_text_only,True,AES-256-GCM,GDPR,True,True
PRIVACY_M8_DOC_M8_1_verification,M8,DOC_M8_1,ID_Document,verification,2025-09-01 09:22:23.183969,automated_verification,verification_score_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M8_DOC_M8_1_cleanup,M8,DOC_M8_1,ID_Document,cleanup,2026-06-05 11:22:23.183977,permanent_deletion,verification_record_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M8_DOC_M8_2_upload,M8,DOC_M8_2,Employment_Letter,upload,2025-05-08 11:22:23.184004,encrypted_upload,encrypted_file_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M8_DOC_M8_2_ocr_processing,M8,DOC_M8_2,Employment_Letter,ocr_processing,2026-04-17 10:22:23.184013,metadata_extraction,extracted_text_only,True,AES-256-GCM,GDPR,True,True
PRIVACY_M8_DOC_M8_2_verification,M8,DOC_M8_2,Employment_Letter,verification,2025-10-10 09:22:23.184021,automated_verification,verification_score_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M8_DOC_M8_2_cleanup,M8,DOC_M8_2,Employment_Letter,cleanup,2026-06-05 11:22:23.184029,permanent_deletion,verification_record_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M8_DOC_M8_3_upload,M8,DOC_M8_3,Employment_Letter,upload,2026-03-12 11:22:23.184048,encrypted_upload,encrypted_file_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M8_DOC_M8_3_ocr_processing,M8,DOC_M8_3,Employment_Letter,ocr_processing,2026-03-06 10:22:23.184056,metadata_extraction,extracted_text_only,True,AES-256-GCM,CCPA,True,True
PRIVACY_M8_DOC_M8_3_verification,M8,DOC_M8_3,Employment_Letter,verification,2026-05-05 09:22:23.184063,automated_verification,verification_score_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M8_DOC_M8_3_cleanup,M8,DOC_M8_3,Employment_Letter,cleanup,2026-06-05 11:22:23.184071,permanent_deletion,verification_record_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M8_DOC_M8_4_upload,M8,DOC_M8_4,Professional_Certificate,upload,2025-11-16 11:22:23.184093,encrypted_upload,encrypted_file_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M8_DOC_M8_4_ocr_processing,M8,DOC_M8_4,Professional_Certificate,ocr_processing,2025-06-22 10:22:23.184101,metadata_extraction,extracted_text_only,True,AES-256-GCM,PDPA,True,True
PRIVACY_M8_DOC_M8_4_verification,M8,DOC_M8_4,Professional_Certificate,verification,2026-04-27 09:22:23.184110,automated_verification,verification_score_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M8_DOC_M8_4_cleanup,M8,DOC_M8_4,Professional_Certificate,cleanup,2026-06-05 11:22:23.184118,permanent_deletion,verification_record_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M9_DOC_M9_0_upload,M9,DOC_M9_0,CV,upload,2026-02-13 11:22:23.184346,encrypted_upload,encrypted_file_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M9_DOC_M9_0_ocr_processing,M9,DOC_M9_0,CV,ocr_processing,2025-10-31 10:22:23.184362,metadata_extraction,extracted_text_only,True,AES-256-GCM,PDPA,True,True
PRIVACY_M9_DOC_M9_0_verification,M9,DOC_M9_0,CV,verification,2025-05-12 09:22:23.184371,automated_verification,verification_score_only,False,AES-256-GCM,GDPR,True,True
PRIVACY_M9_DOC_M9_0_cleanup,M9,DOC_M9_0,CV,cleanup,2026-06-05 11:22:23.184380,permanent_deletion,verification_record_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M9_DOC_M9_1_upload,M9,DOC_M9_1,Degree_Certificate,upload,2025-06-29 11:22:23.184410,encrypted_upload,encrypted_file_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M9_DOC_M9_1_ocr_processing,M9,DOC_M9_1,Degree_Certificate,ocr_processing,2025-07-20 10:22:23.184417,metadata_extraction,extracted_text_only,True,AES-256-GCM,CCPA,True,True
PRIVACY_M9_DOC_M9_1_verification,M9,DOC_M9_1,Degree_Certificate,verification,2026-04-10 09:22:23.184426,automated_verification,verification_score_only,False,AES-256-GCM,CCPA,True,True
PRIVACY_M9_DOC_M9_1_cleanup,M9,DOC_M9_1,Degree_Certificate,cleanup,2026-06-05 11:22:23.184434,permanent_deletion,verification_record_only,False,AES-256-GCM,PDPA,True,True
PRIVACY_M10_DOC_M10_0_upload,M10,DOC_M10_0,CV,upload,2025-12-06 11:22:23.184600,encrypted_upload,encrypted_file_only,False,AES-256-GCM,PDPA,True,True
