match_id,mentor_id,mentee_id,compatibility_score,match_date,match_status,mentor_response_time_hours,mentee_initiated,match_reason
MATCH_156,ALUMNI_M3695,S2443,44.0,2026-05-04 11:22:12.535121,rejected,12.0,False,auto_suggestion
MATCH_157,ALUMNI_M4943,S830,51.0,2026-04-27 11:22:12.535492,pending,43.0,True,specific_request
MATCH_158,ALUMNI_M3575,S4894,49.0,2026-04-19 11:22:12.535875,rejected,40.0,True,admin_assigned
MATCH_159,ALUMNI_M3921,S3060,55.0,2026-04-23 11:22:12.536233,pending,37.0,False,high_compatibility
MATCH_160,ALUMNI_M3766,S1332,51.0,2026-04-23 11:22:12.536591,rejected,33.0,True,admin_assigned
MATCH_161,ALUMNI_M1938,S3431,61.5,2026-04-09 11:22:12.536994,rejected,64.0,False,auto_suggestion
MATCH_162,ALUMNI_M3171,S4791,51.0,2026-04-18 11:22:12.537342,rejected,60.0,False,high_compatibility
MATCH_163,M3342,S589,44.0,2026-05-03 11:22:12.537692,rejected,18.0,True,auto_suggestion
MATCH_164,ALUMNI_M2693,S2509,68.5,2026-04-07 11:22:12.538090,accepted,60.0,True,auto_suggestion
MATCH_165,M219,S4988,44.0,2026-04-06 11:22:12.538468,completed,71.0,False,auto_suggestion
MATCH_166,ALUMNI_M4124,S1814,55.0,2026-04-15 11:22:12.538880,pending,51.0,True,specific_request
MATCH_167,M3383,S4148,51.0,2026-04-26 11:22:12.539236,pending,36.0,True,admin_assigned
MATCH_168,M705,S1287,44.0,2026-04-25 11:22:12.539629,rejected,40.0,True,specific_request
MATCH_169,ALUMNI_M1968,S4036,42.57,2026-05-04 11:22:12.540020,accepted,50.0,False,auto_suggestion
MATCH_170,ALUMNI_M4928,S2759,61.5,2026-04-12 11:22:12.540378,rejected,,False,auto_suggestion
MATCH_171,M4049,S4158,55.0,2026-05-03 11:22:12.540767,rejected,70.0,True,high_compatibility
MATCH_172,M4951,S3844,51.0,2026-05-06 11:22:12.541130,pending,,True,high_compatibility
MATCH_173,M380,S3357,51.67,2026-04-13 11:22:12.541511,accepted,36.0,True,admin_assigned
MATCH_174,ALUMNI_M4541,S2602,72.5,2026-05-01 11:22:12.541914,rejected,,False,high_compatibility
MATCH_175,M118,S898,51.0,2026-04-30 11:22:12.542275,rejected,11.0,False,high_compatibility
MATCH_176,ALUMNI_M4527,S758,51.0,2026-04-09 11:22:12.542662,pending,28.0,True,auto_suggestion
MATCH_177,M3471,S2942,44.0,2026-04-29 11:22:12.543111,completed,39.0,True,specific_request
MATCH_178,M3700,S4864,44.0,2026-05-01 11:22:12.543442,pending,68.0,True,specific_request
MATCH_179,M785,S4793,53.92,2026-04-15 11:22:12.543837,accepted,53.0,True,admin_assigned
MATCH_180,ALUMNI_M412,S3847,68.5,2026-04-30 11:22:12.544198,rejected,32.0,False,high_compatibility
MATCH_181,M3106,S2369,44.0,2026-04-17 11:22:12.544561,completed,,True,specific_request
MATCH_182,ALUMNI_M1124,S1218,72.5,2026-04-23 11:22:12.544979,completed,59.0,True,auto_suggestion
MATCH_183,M2222,S4706,51.0,2026-04-12 11:22:12.545326,completed,29.0,False,admin_assigned
MATCH_184,ALUMNI_M3894,S4738,51.0,2026-04-20 11:22:12.545689,rejected,68.0,False,admin_assigned
MATCH_185,ALUMNI_M4252,S912,55.0,2026-04-06 11:22:12.546077,rejected,,False,admin_assigned
MATCH_186,ALUMNI_M2426,S1267,44.0,2026-05-04 11:22:12.546427,pending,,False,specific_request
MATCH_187,ALUMNI_M650,S4597,50.67,2026-04-20 11:22:12.546811,completed,,True,auto_suggestion
MATCH_188,M1602,S4409,57.67,2026-05-02 11:22:12.547168,accepted,70.0,False,specific_request
MATCH_189,M2153,S494,44.0,2026-04-24 11:22:12.547524,accepted,,False,admin_assigned
MATCH_190,ALUMNI_M281,S1330,68.5,2026-04-29 11:22:12.547933,completed,31.0,False,admin_assigned
MATCH_191,ALUMNI_M1888,S3593,51.0,2026-04-07 11:22:12.548283,completed,28.0,False,auto_suggestion
MATCH_192,ALUMNI_M2658,S1875,55.0,2026-04-17 11:22:12.548672,completed,36.0,True,high_compatibility
MATCH_193,ALUMNI_M5177,S2319,44.0,2026-05-02 11:22:12.549044,pending,35.0,True,high_compatibility
MATCH_194,ALUMNI_M31,S848,51.0,2026-04-10 11:22:12.549385,accepted,22.0,True,admin_assigned
MATCH_195,ALUMNI_M1360,S3370,61.5,2026-04-07 11:22:12.549782,rejected,27.0,True,specific_request
MATCH_196,ALUMNI_M2029,S4387,67.5,2026-04-24 11:22:12.550149,accepted,37.0,False,high_compatibility
MATCH_197,ALUMNI_M5481,S488,44.0,2026-04-06 11:22:12.550553,pending,60.0,True,auto_suggestion
MATCH_198,M1399,S4498,51.0,2026-04-15 11:22:12.550958,rejected,,False,specific_request
MATCH_199,ALUMNI_M4929,S60,51.0,2026-04-22 11:22:12.551333,rejected,4.0,False,auto_suggestion
MATCH_200,ALUMNI_M1625,S3939,55.0,2026-05-06 11:22:12.551744,accepted,63.0,False,specific_request
MATCH_201,ALUMNI_M1178,S301,44.0,2026-04-30 11:22:12.552169,accepted,64.0,False,specific_request
MATCH_202,M380,S2056,50.71,2026-05-06 11:22:12.552578,accepted,53.0,True,admin_assigned
MATCH_203,ALUMNI_M3078,S3499,44.0,2026-04-27 11:22:12.553025,rejected,,False,admin_assigned
MATCH_204,ALUMNI_M2468,S3894,55.0,2026-05-03 11:22:12.553407,completed,51.0,True,specific_request
MATCH_205,M140,S3496,48.0,2026-05-03 11:22:12.553845,accepted,19.0,True,admin_assigned
MATCH_206,M2202,S3205,51.0,2026-04-16 11:22:12.554229,rejected,,False,admin_assigned
MATCH_207,M579,S115,48.0,2026-04-16 11:22:12.554625,completed,52.0,False,high_compatibility
MATCH_208,M1517,S899,55.0,2026-04-20 11:22:12.555034,rejected,32.0,True,high_compatibility
MATCH_209,M1413,S3979,51.0,2026-04-10 11:22:12.555412,pending,4.0,True,auto_suggestion
MATCH_210,ALUMNI_M3879,S4416,68.5,2026-04-27 11:22:12.555860,accepted,,True,admin_assigned
MATCH_211,ALUMNI_M3545,S4773,51.0,2026-04-25 11:22:12.556261,pending,,False,specific_request
MATCH_212,M311,S3476,48.0,2026-04-21 11:22:12.556680,accepted,67.0,False,auto_suggestion
MATCH_213,ALUMNI_M2919,S2026,51.0,2026-04-23 11:22:12.557111,accepted,23.0,False,auto_suggestion
MATCH_214,M3285,S3479,44.0,2026-04-20 11:22:12.557536,pending,22.0,True,high_compatibility
MATCH_215,ALUMNI_M4586,S3994,44.0,2026-04-13 11:22:12.557982,accepted,,False,high_compatibility
MATCH_216,M1467,S4222,55.0,2026-04-30 11:22:12.558380,completed,,False,specific_request
MATCH_217,M2621,S2741,44.0,2026-04-13 11:22:12.558813,accepted,30.0,True,specific_request
MATCH_218,ALUMNI_M3111,S1987,51.0,2026-04-10 11:22:12.559230,pending,20.0,False,specific_request
MATCH_219,M2162,S4169,51.0,2026-04-30 11:22:12.559641,accepted,,True,admin_assigned
MATCH_220,M4965,S1200,44.0,2026-05-03 11:22:12.560085,completed,7.0,True,specific_request
MATCH_221,ALUMNI_M5832,S2815,45.5,2026-04-16 11:22:12.560516,pending,,True,specific_request
MATCH_222,ALUMNI_M2094,S4401,51.0,2026-04-06 11:22:12.560948,rejected,23.0,True,high_compatibility
MATCH_223,ALUMNI_M2046,S2774,75.17,2026-04-09 11:22:12.561353,completed,37.0,False,high_compatibility
MATCH_224,M2291,S651,51.0,2026-04-27 11:22:12.561785,completed,60.0,False,auto_suggestion
MATCH_225,ALUMNI_M2184,S1314,47.52,2026-04-19 11:22:12.562631,accepted,,True,auto_suggestion
MATCH_226,ALUMNI_M4796,S4303,51.0,2026-05-06 11:22:12.563167,pending,69.0,False,auto_suggestion
MATCH_227,M2955,S148,51.0,2026-04-13 11:22:12.563586,completed,5.0,False,auto_suggestion
MATCH_228,ALUMNI_M5124,S3247,48.0,2026-04-28 11:22:12.563986,completed,,True,auto_suggestion
MATCH_229,M3578,S3227,48.0,2026-05-05 11:22:12.564359,accepted,,False,high_compatibility
MATCH_230,M479,S569,44.0,2026-04-08 11:22:12.564761,completed,,False,high_compatibility
MATCH_231,ALUMNI_M916,S3393,51.0,2026-05-01 11:22:12.565036,pending,63.0,True,specific_request
MATCH_232,M2499,S3694,44.0,2026-04-22 11:22:12.565255,completed,,True,high_compatibility
MATCH_233,ALUMNI_M4107,S4543,51.0,2026-04-16 11:22:12.565463,pending,6.0,True,admin_assigned
MATCH_234,M966,S1271,51.0,2026-04-06 11:22:12.565660,rejected,34.0,True,auto_suggestion
MATCH_235,M3728,S1950,44.0,2026-04-10 11:22:12.566024,pending,17.0,False,admin_assigned
MATCH_236,ALUMNI_M2606,S4470,51.0,2026-04-14 11:22:12.566230,accepted,,False,high_compatibility
MATCH_237,ALUMNI_M4776,S351,49.33,2026-04-21 11:22:12.566435,completed,,True,auto_suggestion
MATCH_238,ALUMNI_M3547,S493,40.67,2026-05-06 11:22:12.566634,accepted,,False,high_compatibility
MATCH_239,ALUMNI_M4269,S4719,38.0,2026-04-21 11:22:12.567007,pending,,False,specific_request
MATCH_240,M3617,S1810,51.0,2026-04-13 11:22:12.567366,accepted,,False,specific_request
MATCH_241,ALUMNI_M2075,S3081,54.67,2026-04-20 11:22:12.567753,accepted,67.0,False,auto_suggestion
MATCH_242,ALUMNI_M1035,S2634,51.0,2026-04-30 11:22:12.568121,completed,,False,specific_request
MATCH_243,M2747,S1137,44.0,2026-04-16 11:22:12.568486,completed,5.0,True,admin_assigned
MATCH_244,M4773,S388,44.0,2026-04-16 11:22:12.568903,accepted,5.0,False,high_compatibility
MATCH_245,ALUMNI_M5258,S4155,44.0,2026-04-16 11:22:12.569290,pending,,False,auto_suggestion
MATCH_246,M1717,S2202,44.0,2026-04-11 11:22:12.569679,completed,15.0,True,specific_request
MATCH_247,M1739,S3205,51.0,2026-04-15 11:22:12.570062,pending,67.0,True,auto_suggestion
MATCH_248,M4349,S2161,44.0,2026-04-26 11:22:12.570452,accepted,15.0,False,auto_suggestion
MATCH_249,M3536,S1851,51.0,2026-05-04 11:22:12.570860,pending,72.0,False,auto_suggestion
MATCH_250,ALUMNI_M851,S482,44.0,2026-04-11 11:22:12.571270,rejected,57.0,True,auto_suggestion
MATCH_251,ALUMNI_M5223,S3687,68.92,2026-04-22 11:22:12.571676,completed,38.0,True,admin_assigned
MATCH_252,ALUMNI_M1538,S807,44.0,2026-04-20 11:22:12.572087,pending,60.0,True,admin_assigned
MATCH_253,ALUMNI_M1849,S1685,44.0,2026-04-24 11:22:12.572493,pending,40.0,True,auto_suggestion
MATCH_254,M3118,S4399,51.0,2026-04-16 11:22:12.572906,rejected,,True,admin_assigned
MATCH_255,M4010,S249,44.0,2026-04-16 11:22:12.573268,pending,34.0,True,specific_request
MATCH_256,M2982,S4715,68.5,2026-05-05 11:22:12.573506,completed,70.0,False,high_compatibility
